The Prayer;0;1;3:20
Mamacita;0;2;4:32;Rich Homie Quan;Young Thug
Quintana Pt. 2;0;3;3:06
Drugs You Should Try It;0;4;3:28
Don't Play;0;5;4:45;Big Sean;The 1975
Skyfall;0;6;5:14;Young Thug
Zombies;0;7;4:14
Sloppy Toppy;0;8;4:34;Migos;Peewee Longway
Basement Freestyle;0;9;4:04
Backyard;0;10;4:30
Grey;0;11;3:39
BACC (Bonus);0;12;2:10
Pornography;1;1;3:51
Oh My Dis Side;1;2;5:51;Quavo
3500;1;3;7:41;2 Chainz;Future
Wasted;1;4;3:55;Juicy J
90210;1;5;5:39;Kacy Hill
Pray 4 Love;1;6;5:07;The Weeknd
Nightcrawler;1;7;5:21;Chief Keef;Swae Lee
Piss On Your Grave;1;8;2:46;Kanye West
Antidote;1;9;4:22
Impossible;1;10;4:02
Maria I'm Drunk;1;11;5:49;Justin Bieber;Young Thug
Flying High;1;12;3:28;Toro y Moi
I Can Tell;1;13;3:55
Apple Pie;1;14;3:39
Ok Alright;1;15;6:57;ScHoolboy Q
Never Catch Me;1;16;2:56
the ends;2;1;3:21;André 3000
way back;2;2;4:32
coordinate;2;3;3:46;Blac Youngsta
through the late night;2;4;4:46;Kid Cudi
beibs in the trap;2;5;3:33;NAV
sdp interlude;2;6;3:11
sweet sweet;2;7;3:42
outside;2;8;2:56;21 Savage
goosebumps;2;9;4:03;Kendrick Lamar
first take;2;10;5:13;Bryson Tiller
pick up the phone;2;11;4:12;Quavo;Young Thug
lose;2;12;3:20
guidance;2;13;3:27;K. Forest
wonderful;2;14;3:36;The Weeknd
Modern Slavery;3;1;2:28;Quavo
Black & Chinese;3;2;2:52;Quavo
Eye 2 Eye;3;3;3:10;Quavo;Takeoff
Motorcycle Patches;3;4;3:11;Quavo
Huncho Jack;3;5;3:19;Quavo
Saint;3;6;2:20;Quavo
Go;3;7;2:36;Quavo
Dubai Shit;3;8;3:48;Offset;Quavo
Saint Laurent Mask;3;9;3:10;Quavo
Moon Rock;3;10;2:31;Quavo
How U Feel;3;11;3:25;Quavo
Where U From;3;12;4:11;Quavo
Best Man;3;13;4:26;Quavo
STARGAZING;4;1;4:30
CAROUSEL;4;2;3:00;Frank Ocean
SICKO MODE;4;3;5:12;Drake
R.I.P. SCREW;4;4;3:05;Swae Lee
STOP TRYING TO BE GOD;4;5;5:38;James Blake;Kid Cudi;Stevie Wonder
NO BYSTANDERS;4;6;3:38;Juice Wrld;Sheck Wes
SKELETONS;4;7;2:25;Pharrell Williams;The Weeknd
WAKE UP;4;8;3:51;The Weeknd
5% TINT;4;9;3:16
NC-17;4;10;2:36;21 Savage
ASTROTHUNDER;4;11;2:22
YOSEMITE;4;12;2:30;Gunna;NAV
CAN'T SAY;4;13;3:18;Don Toliver
WHO? WHAT!;4;14;2:56;Quavo;Takeoff
BUTTERFLY EFFECT;4;15;3:10
HOUSTONFORNICATION;4;16;3:37
COFFEE BEAN;4;17;3:29
HIGHEST IN THE ROOM;5;1;4:04;Lil Baby;ROSALÍA
JACKBOYS;5;2;0:46
GANG GANG;5;3;4:04;Sheck Wes
HAD ENOUGH;5;4;2:37;Don Toliver;Offset;Quavo
OUT WEST;5;5;2:37;Young Thug
WHAT TO DO?;5;6;4:10;Don Toliver
GATTI;5;7;3:01;Pop Smoke
HYAENA;6;1;3:42
THANK GOD;6;2;3:04
MODERN JAM;6;3;4:15;Teezo Touchdown
MY EYES;6;4;4:11
GOD'S COUNTRY;6;5;2:07
SIRENS;6;6;3:24
MELTDOWN;6;7;4:06;Drake
FE!N;6;8;3:11;Playboi Carti
DELRESTO (ECHOES);6;9;4:34;Beyoncé
I KNOW ?;6;10;3:31
TOPIA TWINS;6;11;3:43;21 Savage;Rob49
CIRCUS MAXIMUS;6;12;4:18;Swae Lee;The Weeknd
PARASAIL;6;13;2:34;Dave Chappelle;Yung Lean
SKITZO;6;14;6:06;Young Thug
LOST FOREVER;6;15;2:43;Westside Gunn
LOOOVE;6;16;3:46;Kid Cudi
K-POP;6;17;3:05;Bad Bunny;The Weeknd
TELEKINESIS;6;18;5:53;Future;SZA
TIL FURTHER NOTICE;6;19;5:14;21 Savage;James Blake
